Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,tagline_compound,tagline_neutral,tagline_negative,tagline_positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,overview,overview_positive,overview_negative,overview_neutral,overview_compound,overview_processes,Personal Growth Drama,Group Conflict,Mission-Driven Thriller,Small-Town Heroism
Colossal,2017,9.0,71,0,1,0,0,15000000.0,3029287.0,109.0,There's a monster in all of us,0.2019524666666666,27791.623853211007,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,R,A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,0.0,0.389,0.611,-0.836,a woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering,0.02362718991935253,0.023501606658101082,0.023523733019828796,0.9293474555015564
Communion,1989,6.0,57,0,0,1,0,5000000.0,1919653.0,103.0,The true story of one man's terrifying journey into the unknown.,0.3839306,18637.40776699029,-0.2263,0.581,0.239,0.181,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,R,A novelist's wife and son see him changed by an apparent encounter with aliens in the mountains.,0.0,0.0,1.0,0.0,a novelist's wife and son see him changed by an apparent encounter with aliens in the mountains,0.02661294862627983,0.02672402560710907,0.0262919869273901,0.9203710556030273
Confessions of a Shopaholic,2009,14.0,68,0,1,0,0,40000000.0,108394089.0,104.0,All she ever wanted was a little credit...,2.709852225,1042250.8557692308,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PG,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping – a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door – until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",0.161,0.0,0.839,0.8016,in the glamorous world of new york city rebecca bloomwood is a fun-loving girl who is really good at shopping – a little too good perhaps she dreams of working for her favorite fashion magazine but can't quite get her foot in the door – until ironically she snags a job as an advice columnist for a financial magazine published by the same company,0.17713363468647003,0.8067490458488464,0.0,0.0
Confessions of a Teenage Drama Queen,2004,16.0,58,0,0,0,1,15000000.0,29331068.0,90.0,"So much drama, so little time.",1.9554045333333328,325900.7555555556,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,"After moving to New Jersey, Lola bags a coveted role in a school play, which earns her the wrath of Carla, the most popular girl in school, who will do anything to ruin Lola's life.",0.14,0.097,0.763,0.1761,after moving to new jersey lola bags a coveted role in a school play which earns her the wrath of carla the most popular girl in school who will do anything to ruin lola's life,0.9572715759277344,0.014301583170890808,0.014203433878719807,0.014223422855138779
Congo,1995,7.0,65,1,0,0,0,50000000.0,152022101.0,109.0,Where you are the endangered species.,3.04044202,1394698.1743119266,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PG-13,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",0.0,0.156,0.844,-0.7906,eight people embark on an expedition into the congo a mysterious expanse of unexplored africa where human greed and the laws of nature have gone berserk when the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes,0.010436391457915306,0.01033104956150055,0.9688748121261597,0.010357733815908432
Convoy,1978,0.0,63,0,0,1,0,12000000.0,45000000.0,110.0,Ain't nothin' gonna get in their way!,3.75,409090.9090909091,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG,"Trucker Rubber Duck and his buddies Pig Pen, Widow Woman and Spider Mike use their CB radios to warn one another of the presence of cops. But conniving Sheriff Wallace is hip to the truckers' tactics, and begins tricking the drivers through his own CB broadcasts. Facing constant harassment from the law, Rubber Duck and his pals use their radios to coordinate a vast convoy and rule the road.",0.016,0.083,0.902,-0.7003,trucker rubber duck and his buddies pig pen widow woman and spider mike use their cb radios to warn one another of the presence of cops but conniving sheriff wallace is hip to the truckers' tactics and begins tricking the drivers through his own cb broadcasts facing constant harassment from the law rubber duck and his pals use their radios to coordinate a vast convoy and rule the road,0.0,0.0,0.5606171488761902,0.4271971881389618
Cool Runnings,1993,35.0,75,0,0,0,1,14000000.0,154856263.0,98.0,One dream. Four Jamaicans. Twenty below zero.,11.061161642857142,1580165.948979592,0.25,0.75,0.0,0.25,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",0.102,0.106,0.792,-0.0258,when a jamaican sprinter is disqualified from the olympic games he enlists the help of a dishonored coach to start the first jamaican bobsled team,0.9479113221168518,0.017379028722643852,0.017322180792689323,0.017387503758072853
Cool World,1992,37.0,61,0,0,1,0,30000000.0,14100000.0,102.0,Holli Would if she could ...and she will,0.47,138235.29411764705,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,"A bizarre accident lands Frank Harris in Cool World, a realm of cartoons. Years later, cartoonist Jack Deebs, who's been drawing Cool World, crosses over as well. He sets his lustful sights on animated femme fatale Holli Would, but she's got plans of her own to become real, and it's up to Frank to stop her.",0.082,0.11,0.809,-0.3919,a bizarre accident lands frank harris in cool world a realm of cartoons years later cartoonist jack deebs who's been drawing cool world crosses over as well he sets his lustful sights on animated femme fatale holli would but she's got plans of her own to become real and it's up to frank to stop her,0.0,0.2520858645439148,0.7310916185379028,0.0
Cop Car,2015,28.0,65,1,0,0,0,800000.0,143658.0,88.0,Their first drive could be their last.,0.1795725,1632.4772727272727,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Two kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriff's cruiser for a joy ride.,0.16,0.0,0.84,0.5859,two kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriff's cruiser for a joy ride,0.018813304603099823,0.9423630237579346,0.01984265260398388,0.018981050699949265
Cop Out,2010,74.0,66,1,0,0,0,30000000.0,55600000.0,107.0,Rock out with your Glock out,1.8533333333333333,519626.1682242991,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.",0.07,0.055,0.874,-0.1301,detectives jimmy and paul despite nine years as partners can still sometimes seem like polar opposites—especially when paul's unpredictable antics get them suspended without pay already strapped for cash and trying to pay for his daughter's wedding jimmy decides to sell a rare baseball card that's worth tens of thousands unfortunately when the collector's shop is robbed and the card vanishes with the crook paul and jimmy end up going rogue tracking down the card and the drug ring behind its theft all on their own time and without any backup—except for each other,0.6347461938858032,0.14675185084342957,0.0,0.21401259303092957
Cosmic Sin,2021,0.0,56,1,0,0,0,20000000.0,349757.0,88.0,First contact has been made. It's war.,0.01748785,3974.511363636364,-0.5994,0.606,0.394,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",0.0,0.258,0.742,-0.9524,in the year 2524 four centuries after humans started colonizing the outer planets retired general james ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet the threat against mankind soon escalates into an interstellar war as ford and a team of elite soldiers try to stop the imminent attack before it's too late,0.1603996753692627,0.5703635811805725,0.0,0.26237720251083374
Courageous,2011,10.0,68,0,0,1,0,1000000.0,35690739.0,129.0,Honor Begins at Home,35.690739,276672.3953488372,0.4939,0.484,0.0,0.516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"Law enforcement officers Adam Mitchell, Nathan Hayes, and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?",0.154,0.099,0.747,0.431,law enforcement officers adam mitchell nathan hayes and their partners stand up to the worst the streets have to offer with confidence and focus yet at the end of the day they face a challenge that none of them are truly prepared to tackle: fatherhood they know that god desires to turn the hearts of fathers to their children but their children are beginning to drift further and further away from them when tragedy hits home these men are left wrestling with their hopes their fears their faith and their fathering can a newfound urgency help these dads draw closer to god and to their children,0.0,0.9854247570037842,0.0,0.0
Coyote Ugly,2000,6.0,70,0,1,0,0,45000000.0,113900000.0,100.0,"Tonight, they're calling the shots.",2.531111111111111,1139000.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,PG-13,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",0.09,0.122,0.788,-0.5423,"graced with a velvet voice 21-year-old violet sanford heads to new york to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at coyote ugly the ""coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics making coyote ugly the watering hole for guys on the prowl",0.0,0.0,0.0,0.9808592796325684
Cradle 2 the Grave,2003,5.0,64,1,0,0,0,25000000.0,56500000.0,101.0,Born 2 the life. True 2 the code. Bad 2 the bone.,2.26,559405.9405940594,-0.1779,0.526,0.263,0.211,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",0.107,0.176,0.717,-0.7506,gang leader tony pulls off a major diamond heist with his crew but cop-turned-criminal ling knows who has the loot and responds by kidnapping tony's daughter and holding her for ransom unfortunately tony's lost the diamonds as well as he frantically searches for his daughter and the jewels tony pairs with a high-kicking government agent who once worked with ling and seeks revenge on him,0.0,0.0,0.980043888092041,0.0
Crawl,2019,19.0,72,0,1,0,0,13500000.0,91500000.0,87.0,If the storm doesn't get you... they will,6.777777777777778,1051724.1379310344,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,R,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",0.068,0.231,0.701,-0.8591,when a huge hurricane hits her hometown in florida haley ignores evacuation orders to look for her father after finding him badly wounded both are trapped by the flood with virtually no time to escape the storm they discover that rising water levels are the least of their problems,0.9711129665374756,0.0,0.0,0.0
Creepshow 2,1987,1.0,64,0,0,1,0,3500000.0,14000000.0,89.0,"When the curtain goes up, the terror begins.",4.0,157303.37078651684,-0.5267,0.673,0.327,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.",0.107,0.0,0.893,0.4588,three macabre tales from the latest issue of a boy's favorite comic book dealing with a vengeful wooden native american a monstrous blob in a lake and an undying hitchhiker,0.01345059834420681,0.013339005410671234,0.6569345593452454,0.3162758946418762
Crimes of the Heart,1986,17.0,57,0,0,1,0,20000000.0,22905522.0,105.0,Meg just left one. Lenny never had one. Babe just shot one. The MaGrath sisters sure have a way with men.,1.1452761,218147.82857142857,0.3182,0.892,0.0,0.108,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Three sisters try to come to grips with the meaning of their mother's suicide.,0.0,0.257,0.743,-0.6705,three sisters try to come to grips with the meaning of their mother's suicide,0.9103810787200928,0.029270974919199944,0.02967003732919693,0.03067784383893013
Crimson Peak,2015,9.0,75,1,0,0,0,55000000.0,74700000.0,119.0,Love makes monsters of us all.,1.3581818181818182,627731.0924369748,0.6369,0.543,0.0,0.457,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,R,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",0.173,0.122,0.705,0.4019,in the aftermath of a family tragedy an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider trying to escape the ghosts of her past she is swept away to a house that breathes bleeds… and remembers,0.011855102144181728,0.01172959990799427,0.9646052122116089,0.011810123920440674
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,1.0,64,1,0,0,0,20000000.0,38659039.0,103.0,The past returns with a vengeance.,1.93295195,375330.47572815535,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",0.477,0.098,0.426,0.872,a story of lost love young love a legendary sword and one last opportunity at redemption,0.9209867715835571,0.026020079851150513,0.02667686529457569,0.026316329836845398
Cut Bank,2014,12.0,60,1,0,0,0,5000000.0,288591.0,94.0,Good Folks. Bad Deeds.,0.0577182,3070.117021276596,-0.1531,0.238,0.417,0.345,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,R,"25-year-old Dwayne McLaren, a former athlete turned auto mechanic, dreams of getting out of tiny Cut Bank, Montana the coldest town in America. But his effort to do so sets in motion a deadly series of events that change his life and the life of the town forever...",0.039,0.033,0.928,0.0772,25-year-old dwayne mclaren a former athlete turned auto mechanic dreams of getting out of tiny cut bank montana the coldest town in america but his effort to do so sets in motion a deadly series of events that change his life and the life of the town forever,0.0,0.9716756343841553,0.0,0.0
Cyrus,2010,28.0,66,0,1,0,0,7000000.0,9900000.0,91.0,John met the woman of his dreams. Then he met her son...,1.4142857142857144,108791.2087912088,0.4019,0.803,0.0,0.197,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,"With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcée finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over.",0.081,0.037,0.882,0.4767,with john's social life at a standstill and his ex-wife about to get remarried a down on his luck divorcée finally meets the woman of his dreams only to discover she has another man in her life - her son before long the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over,0.9707438349723816,0.0,0.0,0.0
Dances with Wolves,1990,11.0,80,1,0,0,0,22000000.0,424208848.0,181.0,Inside everyone is a frontier waiting to be discovered.,19.28222036363636,2343695.29281768,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",0.295,0.079,0.626,0.8658,wounded civil war soldier john dunbar tries to commit suicide—and becomes a hero instead as a reward he's assigned to his dream post a remote junction on the western frontier and soon makes unlikely friends with the local sioux tribe,0.9723126888275146,0.0,0.0,0.0
Danger Close: The Battle of Long Tan,2019,3.0,69,0,0,1,0,23934823.0,2078370.0,119.0,Outnumbered. Outgunned. Never out of courage.,0.086834567358196,17465.29411764706,-0.3875,0.655,0.345,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,R,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",0.111,0.224,0.665,-0.9029,vietnam war 1966 australia and new zealand send troops to support the united states and south vietnamese in their fight against the communist north soldiers are very young men recruits and volunteers who have never been involved in a combat on august 18th members of delta company will face the true horror of a ruthless battle among the trees of a rubber plantation called long tân they are barely a hundred the enemy is a human wave ready to destroy them,0.0,0.0,0.0,0.9828734993934631
Dangerous Minds,1995,24.0,69,0,1,0,0,23000000.0,179519401.0,99.0,She broke the rules... and changed their lives.,7.805191347826087,1813327.2828282828,-0.4215,0.714,0.286,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",0.169,0.127,0.705,0.3716,former marine louanne johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school after having a terrible first day she decides she must throw decorum to the wind when johnson returns to the classroom she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost,0.0,0.9808915853500366,0.0,0.0
Dark Skies,2013,12.0,72,1,0,0,0,3500000.0,27858103.0,97.0,Once you have been chosen. You belong to them.,7.959458,287196.9381443299,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,R,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",0.131,0.11,0.758,-0.2263,from the producers of paranormal activity insidious and sinister comes dark skies: a supernatural thriller that follows a young family living in the suburbs as husband and wife daniel and lacey barret witness an escalating series of disturbing events involving their family their safe and peaceful home quickly unravels when it becomes clear that the barret family is being targeted by an unimaginably terrifying and deadly force daniel and lacey take matters in their own hands to solve the mystery of what is after their family,0.0,0.0,0.0,0.9823993444442749
Dark Tide,2012,3.0,51,0,0,1,0,25000000.0,432274.0,113.0,"In Shark Alley, courage runs deep.",0.01729096,3825.433628318584,0.4939,0.61,0.0,0.39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,PG-13,"A traumatized shark expert must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley.""",0.0,0.371,0.629,-0.8807,"a traumatized shark expert must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""shark alley""",0.014449750073254108,0.014307292178273201,0.014653848484158516,0.9565891027450562
Dark Woods II,2015,16.0,42,0,0,1,0,1500000.0,758497.0,93.0,"They can demolish a building, but never remove the past.",0.5056646666666667,8155.881720430108,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Unknown,"An old sanatorium is deteriorating in an isolated forest in the mountains. Five contract workers have taken on the task of tracking the huge building for hazardous waste before it's demolished. They realize that the job is more than a search for asbestos and mercury when they encounter the building's frightening past. You can demolish a building, but never remove the past.",0.026,0.089,0.885,-0.4588,an old sanatorium is deteriorating in an isolated forest in the mountains five contract workers have taken on the task of tracking the huge building for hazardous waste before it's demolished they realize that the job is more than a search for asbestos and mercury when they encounter the building's frightening past you can demolish a building but never remove the past,0.0,0.0,0.0,0.9756383895874023
Date Night,2010,22.0,72,0,1,0,0,55000000.0,152300000.0,88.0,One ordinary couple. One little white lie.,2.769090909090909,1730681.818181818,0.0,1.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",0.052,0.234,0.714,-0.8807,phil and claire foster fear that their mild-mannered relationship may be falling into a stale rut during their weekly date night their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want phil and claire killed,0.9721169471740723,0.0,0.0,0.0
Dead & Buried,1981,4.0,64,0,0,1,0,3000000.0,216166.0,94.0,It will take your breath away. All of it.,0.0720553333333333,2299.6382978723404,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,R,"After a series of gory murders commited by mobs of townspeople against visiting tourists, the corpses appear to be coming back to life and living normally as locals in the small town.",0.0,0.118,0.882,-0.6124,after a series of gory murders commited by mobs of townspeople against visiting tourists the corpses appear to be coming back to life and living normally as locals in the small town,0.014294437132775784,0.014520721510052681,0.01435157936066389,0.9568332433700562
Dead Man Down,2013,135.0,69,1,0,0,0,30000000.0,19600000.0,118.0,Blood demands blood,0.6533333333333333,166101.69491525425,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",0.0,0.333,0.667,-0.7184,in new york city a crime lord's right-hand man is seduced by a woman seeking retribution,0.02383137121796608,0.023953314870595932,0.928269624710083,0.023945655673742294
Dead Man on Campus,1998,4.0,60,0,0,1,0,14000000.0,15100000.0,96.0,Roommate Wanted... For a Limited Time Only.,1.0785714285714283,157291.66666666666,-0.2263,0.725,0.275,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,"Two college roommates venture out to identify a fellow student, who is most likely to commit suicide as it will help them pass the semester.",0.168,0.147,0.685,-0.0865,two college roommates venture out to identify a fellow student who is most likely to commit suicide as it will help them pass the semester,0.2996646463871002,0.6636511087417603,0.018406085669994354,0.018278175964951515
Decoding Annie Parker,2014,2.0,55,0,0,1,0,2000000.0,60048.0,91.0,"Everyone thought they were crazy, until they proved everyone wrong.",0.030024,659.8681318681319,-0.6705,0.593,0.407,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,The lives of a breast-cancer patient and a researcher who is trying to prove a genetic link to cancer intersect in a groundbreaking study.,0.0,0.188,0.812,-0.6597,the lives of a breast-cancer patient and a researcher who is trying to prove a genetic link to cancer intersect in a groundbreaking study,0.01845298521220684,0.018482020124793053,0.9439349174499512,0.019130084663629532
Defiance,2008,20.0,75,1,0,0,0,32000000.0,51155219.0,137.0,Freedom begins with an act of defiance,1.59860059375,373395.7591240876,0.6369,0.588,0.0,0.412,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,R,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",0.173,0.168,0.659,-0.1779,based on a true story during world war ii four jewish brothers escape their nazi-occupied homeland of west belarus in poland and join the soviet partisans to combat the nazis the brothers begin the rescue of roughly 1200 jews still trapped in the ghettos of poland,0.0,0.0,0.9736539721488953,0.0
Delhi Belly,2011,2.0,63,1,0,0,0,4090000.0,18035000.0,102.0,S#!t Happens,4.409535452322738,176813.72549019608,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",0.0,0.179,0.821,-0.5423,three unsuspecting average guys find themselves on the hit list of one of india's most-powerful crime syndicates,0.022289011627435684,0.022162500768899918,0.9338454604148865,0.021703068166971207
Delicatessen,1991,3.0,74,0,0,1,0,4000000.0,1794187.0,99.0,A futuristic comic feast.,0.44854675,18123.10101010101,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,R,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",0.074,0.083,0.844,0.128,in a post-apocalyptic world the residents of an apartment above the butcher shop receive an occasional delicacy of meat something that is in low supply a young man new in town falls in love with the butcher's daughter which causes conflicts in her family who need the young man for other business-related purposes,0.9679324626922607,0.0109744006767869,0.010656269267201424,0.010436869226396084
Demonic,2015,16.0,61,1,0,0,0,3000000.0,3387000.0,84.0,Every House Has Its Secrets,1.129,40321.42857142857,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,R,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,0.0,0.209,0.791,-0.6705,a police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts,0.021603083238005638,0.02192402258515358,0.934960663318634,0.021512143313884735
Dennis the Menace,1993,11.0,65,1,0,0,0,35000000.0,117270765.0,94.0,He's armed... He's adorable... And he's out of school for the entire summer.,3.350593285714285,1247561.329787234,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,0.0,0.154,0.846,-0.6369,mr wilson's ever-present annoyance comes in the form of one mischievous kid named dennis but he'll need dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named switchblade sam comes to town,0.9716207385063171,0.0,0.0,0.0
Department,2012,58.0,41,1,0,0,0,3200000.0,4800000.0,141.0,Justice Is Their Crime,1.5,34042.55319148936,-0.0258,0.225,0.393,0.382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,A police inspector recruits a suspended cop for a specialized task force to battle organized crime.,0.0,0.479,0.521,-0.8481,a police inspector recruits a suspended cop for a specialized task force to battle organized crime,0.02180217020213604,0.021840764209628105,0.9345143437385559,0.021842777729034424
Desert Blue,1999,2.0,53,0,0,1,0,2000000.0,100590.0,90.0,"Once You Get There, You'll Never Want To Leave",0.050295,1117.6666666666667,-0.0191,0.747,0.13,0.123,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"An academic obsessed with roadside attractions and his tv-star daughter stop at a small desert town to see the world's largest ice cream cone, where, because of an accident that spilled an unknown substance all over the highway, they are forced to spend a few days with the towns eccentric residents.",0.049,0.176,0.775,-0.7351,an academic obsessed with roadside attractions and his tv-star daughter stop at a small desert town to see the world's largest ice cream cone where because of an accident that spilled an unknown substance all over the highway they are forced to spend a few days with the towns eccentric residents,0.9717286229133606,0.0,0.0,0.0
