Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,tagline_compound,tagline_neutral,tagline_negative,tagline_positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,overview,overview_positive,overview_negative,overview_neutral,overview_compound,overview_processes,Personal Growth Drama,Group Conflict,Mission-Driven Thriller,Small-Town Heroism
A Place in the Sun,1951,0.0,70,0,0,1,0,2300000.0,7000000.0,122.0,Young people asking so much of life... taking so much of love!,3.0434782608695654,57377.04918032787,0.6962,0.698,0.0,0.302,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,A young social climber wins the heart of a beautiful heiress but his former girlfriend's pregnancy stands in the way of his ambition.,0.202,0.0,0.798,0.5859,a young social climber wins the heart of a beautiful heiress but his former girlfriend's pregnancy stands in the way of his ambition,0.02049749158322811,0.9390013813972473,0.02054561860859394,0.019955551251769066
A Taxi Driver,2017,8.0,72,0,0,1,0,12820005.0,81927980.0,138.0,"Based on true events, an untold story of a taxi driver.",6.390635573075049,593681.0144927537,0.4215,0.763,0.0,0.237,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Unknown,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.",0.0,0.118,0.882,-0.6597,may 1980 man-seob is a taxi driver in seoul who lives from hand to mouth raising his young daughter alone one day he hears that there is a foreigner who will pay big money for a drive down to gwangju city not knowing that he’s a german journalist with a hidden agenda man-seob takes the job,0.0,0.0,0.0,0.9725103974342346
A.I. Artificial Intelligence,2001,42.0,79,0,0,1,0,100000000.0,235926552.0,146.0,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",2.35926552,1615935.2876712328,0.3818,0.906,0.0,0.094,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,PG-13,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",0.089,0.0,0.911,0.5267,david a robotic boy—the first of his kind programmed to love—is adopted as a test case by a cybertronics employee and his wife though he gradually becomes their child a series of unexpected circumstances make this life impossible for david,0.9670386910438538,0.010811429470777512,0.011033470742404461,0.011116361245512962
ATM,2012,2.0,50,1,0,0,0,3000000.0,921752.0,91.0,No warning. No control. No escape.,0.3072506666666666,10129.142857142857,-0.743,0.085,0.769,0.145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Unknown,"After leaving their company Christmas Party together, David Hargrove and Emily Brandt’s impromptu first date takes an unexpected turn when their coworker, Corey, asks them to make a late-night stop at an ATM.  What should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule.",0.048,0.12,0.832,-0.4767,after leaving their company christmas party together david hargrove and emily brandt’s impromptu first date takes an unexpected turn when their coworker corey asks them to make a late-night stop at an atm  what should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule,0.0,0.9761008024215698,0.0,0.0
Abduction,2011,22.0,66,1,0,1,0,35000000.0,82087155.0,106.0,The fight for the truth will be the fight of his life.,2.345347285714286,774407.1226415094,-0.4404,0.545,0.315,0.139,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,PG-13,"For many years, Nathan Harper has had the uneasy feeling that life with his family isn't quite what it seems. As he draws closer to uncovering the truth, he is hunted by assassins, forcing him to flee with his neighbor, Karen, the only person he can trust.",0.135,0.049,0.816,0.5423,for many years nathan harper has had the uneasy feeling that life with his family isn't quite what it seems as he draws closer to uncovering the truth he is hunted by assassins forcing him to flee with his neighbor karen the only person he can trust,0.012310650199651718,0.012365017086267471,0.9628551602363586,0.012469138018786907
Abigail,2019,8.0,56,0,0,1,0,7000000.0,1940234.0,110.0,Discover your hidden power.,0.2771762857142857,17638.49090909091,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,PG,"A young girl Abigail lives in a city whose borders were closed many years ago because of an epidemic of a mysterious disease. Abby's father was one of the sick - and he was taken when she was six years old. Going against the authorities to find his father, Abby learns that her city is actually full of magic. And she discovers in herself extraordinary magical abilities.",0.03,0.05,0.92,-0.3182,a young girl abigail lives in a city whose borders were closed many years ago because of an epidemic of a mysterious disease abby's father was one of the sick - and he was taken when she was six years old going against the authorities to find his father abby learns that her city is actually full of magic and she discovers in herself extraordinary magical abilities,0.0,0.0,0.9769517779350281,0.0
Abominable,2019,8.0,73,0,1,0,0,75000000.0,190304772.0,97.0,Find your way home.,2.53739696,1961904.865979381,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",0.0,0.0,1.0,0.0,a group of misfits encounter a young yeti named everest and they set off to reunite the magical creature with his family on the mountain of his namesake,0.020484546199440956,0.020086918026208878,0.939140260219574,0.020288273692131042
About Time,2013,710.0,83,1,0,0,0,12000000.0,87100449.0,123.0,What if every moment in life came with a second chance?,7.25837075,708133.731707317,0.25,0.818,0.0,0.182,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,PG-13,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",0.135,0.0,0.865,0.8569,the night after another unsatisfactory new year's party tim's father tells his son that the men in his family have always had the ability to travel through time they can't change history but they can change what happens and has happened in their own lives thus begins the start of a lesson in learning to appreciate life itself as it is as it comes and most importantly the people living alongside us,0.3958265483379364,0.0,0.5880497097969055,0.0
Absence of Malice,1981,9.0,66,0,0,1,0,12000000.0,40716963.0,116.0,In America can a man be guilty until proven innocent?,3.39308025,351008.3017241379,-0.1027,0.574,0.23,0.197,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG,"Megan Carter is a reporter duped into running an untrue story on Michael Gallagher, a suspected racketeer. He has an alibi for the time his crime was allegedly committed—but it involves an innocent party. When he tells Carter the truth and the newspaper runs it, tragedy follows, forcing Carter to face up to the responsibilities of her job when she is confronted by Gallagher.",0.098,0.19,0.712,-0.7906,megan carter is a reporter duped into running an untrue story on michael gallagher a suspected racketeer he has an alibi for the time his crime was allegedly committed—but it involves an innocent party when he tells carter the truth and the newspaper runs it tragedy follows forcing carter to face up to the responsibilities of her job when she is confronted by gallagher,0.0,0.0,0.9757430553436279,0.0
Accepted,2006,63.0,71,1,0,0,0,23000000.0,38505009.0,93.0,When every college turned them down. . . they made one up.,1.6741308260869563,414032.3548387097,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",0.056,0.088,0.856,-0.296,a high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning the south harmon institute of technology on a rundown piece of property near his hometown,0.011770845390856266,0.9646751880645752,0.011768648400902748,0.011785351671278477
Ace in the Hole,1951,0.0,72,0,0,1,0,1821052.0,1300000.0,111.0,"Rough, tough Chuck Tatum, who battered his way to the top... trampling everything in his path - men, women and morals !",0.7138730799559815,11711.711711711712,-0.2003,0.914,0.086,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,An arrogant reporter exploits a story about a man trapped in a cave to revitalize his career.,0.0,0.45,0.55,-0.8402,an arrogant reporter exploits a story about a man trapped in a cave to revitalize his career,0.912604033946991,0.02885744534432888,0.029964055866003036,0.02857450395822525
Across the Universe,2007,70.0,76,0,1,1,0,45000000.0,29625761.0,133.0,All you need is love.,0.6583502444444445,222750.08270676693,0.6369,0.488,0.0,0.512,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,PG-13,"When young dockworker Jude leaves Liverpool to find his estranged father in the United States, he is swept up by the waves of change that are re-shaping the nation. Jude falls in love with Lucy, who joins the growing anti-war movement. As the body count in Vietnam rises, political tensions at home spiral out of control and the star-crossed lovers find themselves in a psychedelic world gone mad.",0.153,0.075,0.772,0.7351,when young dockworker jude leaves liverpool to find his estranged father in the united states he is swept up by the waves of change that are re-shaping the nation jude falls in love with lucy who joins the growing anti-war movement as the body count in vietnam rises political tensions at home spiral out of control and the star-crossed lovers find themselves in a psychedelic world gone mad,0.0,0.5205071568489075,0.46610894799232483,0.0
Action Replayy,2010,0.0,47,1,0,0,0,10000000.0,5000000.0,129.0,Rewind Your Life,0.5,38759.68992248062,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,PG,A young man tries to revive his parents' wilting marriage by traveling to the 1970s when their romance was budding to help make it bloom: something more complex than he expects.,0.244,0.0,0.756,0.8271,a young man tries to revive his parents' wilting marriage by traveling to the 1970s when their romance was budding to help make it bloom: something more complex than he expects,0.018205851316452026,0.01810542121529579,0.9451196789741516,0.01856904849410057
Acts of Vengeance,2017,0.0,61,1,0,0,0,10000000.0,320705.0,87.0,Payback Speaks Louder Than Words,0.0320705,3686.264367816092,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",0.072,0.223,0.705,-0.7466,a fast-talking lawyer transforms his body and takes a vow of silence not to be broken until he finds out who killed his wife and daughter and has his revenge,0.017985988408327103,0.9461991190910339,0.018022984266281128,0.017791857942938805
Adaptation.,2002,317.0,79,0,0,1,0,19000000.0,32800000.0,115.0,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",1.7263157894736842,285217.39130434784,0.0,1.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"Charlie Kaufman is a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",0.054,0.302,0.644,-0.9538,"charlie kaufman is a confused la screenwriter overwhelmed by feelings of inadequacy sexual frustration self-loathing and by the screenwriting ambitions of his freeloading twin brother donald while struggling to adapt ""the orchid thief"" by susan orlean kaufman's life spins from pathetic to bizarre the lives of kaufman orlean's book become strangely intertwined as each one's search for passion collides with the others'",0.9804306030273438,0.0,0.0,0.0
Adventures in Babysitting,1987,5.0,70,0,0,0,1,7000000.0,34368475.0,102.0,She thought babysitting was easy money - until she started hanging out with the Andersons.,4.909782142857143,336945.8333333333,0.4404,0.818,0.0,0.182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",0.06,0.129,0.81,-0.6124,when plans with her boyfriend fall through high school senior chris parker ends up babysitting the anderson kids brad and sara what should be a quiet night in however turns into a series of ridiculous exploits starting when they leave the house to pick up chris' friend brenda soon brad's buddy daryl is involved and the group must contend with car thieves blues musicians and much more,0.5593925714492798,0.42810964584350586,0.0,0.0
