Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,compound,neutral,negative,positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,title,tmdb_id,overview,status
Fay Grim,2006,1.0,55,0,0,1,0,2000000.0,193607.0,118.0,Featuring the continuing adventures of Henry Fool.,0.0968035,1640.7372881355932,-0.128,0.485,0.282,0.233,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Fay Grim,24200,"Many years after her notorious husband, Henry Fool, fled after killing a neighbor, Fay Grim receives a visit from CIA agent Fulbright, who tells her that Henry is dead, but that some of his journals have been unearthed in France. She sets forth on a globe-trotting odyssey that soon leads to the discovery that he is alive, and his journals are more than they appear to be.",success
Ferdinand,2017,7.0,72,0,0,0,1,111000000.0,295038508.0,108.0,Built to Fight. Born to Love.,2.6580045765765767,2731838.037037037,0.3818,0.37,0.241,0.389,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Ferdinand,364689,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",success
Fight Club,1999,51.0,93,0,0,1,0,63000000.0,100853753.0,139.0,Mischief. Mayhem. Soap.,1.6008532222222225,725566.5683453238,-0.3612,0.444,0.556,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Fight Club,550,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",success
Fighting With My Family,2019,65.0,77,0,1,0,0,11000000.0,39055536.0,108.0,A comedy about a family that fights a little differently.,3.5505032727272727,361625.3333333333,-0.0516,0.49,0.265,0.245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Fighting With My Family,445629,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",success
Final Score,2018,13.0,61,0,0,1,0,20000000.0,1472770.0,105.0,It's all about to kick off,0.0736385,14026.380952380952,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Final Score,421658,"When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",success
Finding Dory,2016,26.0,81,0,0,0,1,200000000.0,1029266989.0,97.0,An unforgettable journey she probably won't remember.,5.146334945,10610999.88659794,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Finding Dory,127380,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,success
Finding Nemo,2003,29.0,87,0,0,0,1,94000000.0,940335536.0,100.0,There are 3.7 trillion fish in the ocean. They're looking for one.,10.003569531914891,9403355.36,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,Finding Nemo,12,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",success
Fired Up!,2009,112.0,66,0,1,0,0,20000000.0,18599102.0,91.0,2 Guys. 300 Girls. You Do the Math.,0.9299551,204385.73626373627,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Fired Up!,17927,Popular high schoolers and best friends Shawn and Nick decide to ditch football camp for cheerleader camp. For the girls and for the glory.,success
Fist of Fury,1972,0.0,69,0,0,1,0,100000.0,100000000.0,108.0,Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!,1000.0,925925.925925926,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Fist of Fury,11713,"Chen Chen returns to his former school in Shanghai when he learns that his beloved instructor has been murdered. While investigating the man's death, Chen discovers that a rival Japanese school is operating a drug smuggling ring. To avenge his master’s death, Chen takes on both Chinese and Japanese assassins… and even a towering Russian.",success
Fiza,2000,0.0,48,1,0,0,0,1000000.0,623791.0,170.0,In Search of her brother,0.623791,3669.358823529412,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,Fiza,56666,In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,success
Flight,2012,83.0,79,0,1,0,0,31000000.0,161772575.0,138.0,Some miracles are not what they seem.,5.218470161290322,1172265.036231884,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Flight,87502,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",success
Flight of the Navigator,1986,2.0,70,0,0,0,1,9000000.0,18564613.0,90.0,"David Freeman is eight years late for dinner, and his family wants to know why. But David's got an absolutely fantastic excuse.",2.0627347777777776,206273.47777777776,0.8425,0.677,0.0,0.323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,PG,Flight of the Navigator,10122,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",success
Flipped,2010,16.0,77,1,0,0,0,14000000.0,4324817.0,89.0,You never forget your first love.,0.3089155,48593.449438202246,0.7065,0.405,0.0,0.595,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG,Flipped,43949,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",success
Florence Foster Jenkins,2016,22.0,69,0,1,0,0,29000000.0,48902953.0,110.0,Every voice deserves to be heard.,1.686308724137931,444572.3,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Florence Foster Jenkins,315664,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",success
Flubber,1997,13.0,66,0,0,0,1,80000000.0,178000000.0,93.0,Catch it if you can!,2.225,1913978.494623656,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,PG,Flubber,9574,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",success
Fools Rush In,1997,5.0,66,1,0,0,0,20000000.0,42000000.0,109.0,What if finding the love of your life meant changing the life that you loved?,2.1,385321.1009174312,0.8442,0.616,0.0,0.384,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Fools Rush In,1968,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",success
Footloose,1984,10.0,72,0,1,0,0,8200000.0,80035402.0,107.0,The music is on his side.,9.76041487804878,747994.4112149533,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG,Footloose,1788,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal.",success
Force 2,2016,52.0,55,1,0,0,0,6500000.0,6900000.0,123.0,A Dead Soldier is a Martyr.. A Dead Spy is a Traitor,1.0615384615384615,56097.56097560976,-0.8625,0.411,0.589,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,Force 2,426558,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",success
Force of Nature,2020,12.0,58,0,0,1,0,15000000.0,638221.0,91.0,When the perfect crime meets the perfect storm.,0.0425480666666666,7013.417582417583,0.5994,0.314,0.22,0.465,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Force of Nature,619592,A gang of thieves plan a heist during a hurricane and encounter trouble when a disgraced cop tries to force everyone in the building to evacuate.,success
Four Christmases,2008,39.0,67,1,0,0,0,80000000.0,164112721.0,88.0,"His father, her mother, his mother and her father all in one day.",2.0514090125,1864917.2840909087,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Four Christmases,12193,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",success
Frailty,2001,8.0,73,0,0,1,0,11000000.0,17400000.0,100.0,No soul is safe.,1.5818181818181818,174000.0,0.1779,0.282,0.31,0.408,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Frailty,12149,"A mysterious man arrives at the offices of an FBI agent and recounts his childhood: how his religious fanatic father received visions telling him to kill people who were in fact ""demons.""",success
Frances,1982,16.0,63,0,0,1,0,8000000.0,5000000.0,140.0,"Her story is shocking, disturbing, compelling... and true.",0.625,35714.28571428572,-0.4939,0.362,0.435,0.203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Frances,3526,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,success
Frankenstein,2004,21.0,49,0,0,1,0,291000.0,12000000.0,70.0,The man who made a monster.,41.23711340206186,171428.57142857142,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,R,Frankenstein,3035,Henry Frankenstein pieces together body parts in the hope of bringing a human-like creature to life. The mad scientist’s dreams are shattered by his monstrous creation awakening with rage to a world that hates and fears him.,success
Freaks,2019,19.0,72,1,0,0,0,2000.0,368410.0,105.0,They look just like us.,184.205,3508.6666666666665,0.3612,0.615,0.0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,R,Freaks,539892,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",success
Freaky Friday,2003,17.0,71,0,0,0,1,26000000.0,160846332.0,97.0,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,6.186397384615384,1658209.6082474226,-0.2975,0.855,0.145,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Freaky Friday,10330,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",success
Fred Claus,2007,14.0,64,1,0,0,0,100000000.0,97800000.0,115.0,Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.,0.978,850434.7826086957,-0.1972,0.602,0.24,0.158,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG,Fred Claus,5375,"Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",success
Free Fire,2017,19.0,71,1,0,0,0,7000000.0,3719383.0,90.0,All guns. No control.,0.5313404285714286,41326.47777777778,-0.296,0.577,0.423,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R,Free Fire,334521,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",success
Free State of Jones,2016,11.0,72,1,0,0,0,50000000.0,25035950.0,140.0,For justice. For pride. For freedom.,0.500719,178828.2142857143,0.875,0.231,0.0,0.769,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,R,Free State of Jones,316152,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",success
Friends with Benefits,2011,32.0,77,1,1,0,0,35000000.0,149500000.0,109.0,Some friends come with a happy ending.,4.271428571428571,1371559.6330275228,0.7783,0.37,0.0,0.63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,Friends with Benefits,50544,Dylan is done with relationships. Jamie decides to stop buying into the Hollywood clichés of true love. When the two become friends they decide to try something new and take advantage of their mutual attraction - but without any emotional attachment.,success
Fritz the Cat,1972,0.0,62,0,0,1,0,850000.0,90000000.0,78.0,"We're not rated X for nothin', baby!",105.88235294117646,1153846.1538461538,0.0,1.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Fritz the Cat,12593,"A swinging, hypocritical college student cat raises hell in a satirical vision of the 1960s.",success
From Paris with Love,2010,72.0,70,0,1,0,0,52000000.0,52800000.0,92.0,Two agents. One city. No merci.,1.015384615384615,573913.0434782609,-0.296,0.694,0.306,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,From Paris with Love,26389,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",success
Frozen,2013,33.0,83,0,0,0,1,150000000.0,1274219009.0,102.0,Who will save the day? The ice guy? The nice guy? The snow man? Or no man?,8.494793393333333,12492343.225490196,0.6966,0.604,0.095,0.301,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Frozen,109445,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",success
Frozen II,2019,8.0,78,0,0,0,1,150000000.0,1453683476.0,103.0,The past is not what it seems.,9.691223173333332,14113431.805825245,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Frozen II,330457,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",success
Frozen River,2008,21.0,68,0,0,1,0,1000000.0,5457664.0,97.0,Desperation Knows No Borders,5.457664,56264.57731958763,-0.6369,0.278,0.722,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Frozen River,10183,"After her husband deserts her, working-class mother Ray Eddy is in great need of money to find a home. Lured by the possibility of easy cash, she joins Lila, a widowed Mohawk who earns a living by smuggling immigrants from Canada to the U.S. across the St. Lawrence.",success
Fruitvale Station,2013,23.0,77,1,0,0,0,900000.0,17600000.0,82.0,Every step brings you closer to the edge.,19.55555555555556,214634.1463414634,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Fruitvale Station,157354,"Oakland, California. Young Afro-American Oscar Grant crosses paths with family members, friends, enemies and strangers before facing his fate on the platform at Fruitvale Station, in the early morning hours of New Year's Day 2009.",success
Fukrey,2013,1.0,63,1,0,0,0,2200000.0,5200000.0,137.0,Going Cheap!,2.363636363636364,37956.20437956204,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Fukrey,199139,"The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",success
Fun with Dick and Jane,2005,1.0,70,1,0,1,0,100000000.0,202026112.0,90.0,Giving big businesses a run for their money!,2.02026112,2244734.577777778,0.4003,0.69,0.0,0.31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Fun with Dick and Jane,7552,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",success
Funny Girl,1968,0.0,69,0,0,1,0,14100000.0,58707416.0,155.0,People who see FUNNY GIRL are the luckiest people in the world!,4.163646524822695,378757.5225806452,0.8327,0.561,0.0,0.439,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,G,Funny Girl,16085,"The life of famed 1930s comedienne Fanny Brice, from her early days in the Jewish slums of New York, to the height of her career with the Ziegfeld Follies, as well as her marriage to the rakish gambler Nick Arnstein.",success
G-Force,2009,30.0,62,0,0,0,1,150000000.0,292817841.0,88.0,The world needs bigger heroes,1.95211894,3327475.465909091,0.5106,0.548,0.0,0.452,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,G-Force,19585,"A team of trained secret agent animals, guinea pigs Darwin, Hurley, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",success
G.I. Joe: The Rise of Cobra,2009,22.0,72,1,0,0,0,175000000.0,302500000.0,118.0,"When all else fails, they don't.",1.7285714285714286,2563559.3220338984,-0.4215,0.641,0.359,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,PG-13,G.I. Joe: The Rise of Cobra,14869,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",success
Galaxy Quest,1999,6.0,78,0,1,0,0,45000000.0,90683916.0,102.0,A comedy of galactic proportions.,2.015198133333333,889058.0,0.3612,0.545,0.0,0.455,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PG,Galaxy Quest,926,"For four years, the courageous crew of the NSEA Protector —  Commander Peter Quincy Taggart, Lieutenant Tawny Madison, and Doctor Lazarus — set off on a thrilling and often dangerous mission in space ... until their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director, and no clue, the actors must turn in the performances of their lives.",success
Gamer,2009,116.0,70,0,1,0,0,50000000.0,40800000.0,95.0,"In the near future, you don't live to play... you'll play to live.",0.816,429473.6842105263,0.34,0.833,0.0,0.167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,R,Gamer,18501,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",success
Gamera 3: Revenge of Iris,1999,0.0,55,0,0,1,0,6000000.0,15000000.0,108.0,I will not forgive Gamera.,2.5,138888.88888888888,-0.2057,0.623,0.377,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,PG,Gamera 3: Revenge of Iris,60159,"With the Gyaos re-emerging, Gamera's ties to humanity have been severed with his bond to Asagi broken. Nagamine and Asagi investigate while an orphaned girl named Ayana discovers a new creature she names Iris. Nagamine and Asagi must reach Ayana before she takes her revenge on Gamera, who she blames for the death of her family.",success
Garfield,2004,19.0,61,0,0,0,1,50000000.0,200800000.0,80.0,Get ready for frisky business.,4.016,2510000.0,0.5423,0.4,0.0,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Garfield,8920,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",success
Garfield Gets Real,2007,5.0,44,1,0,0,0,10000000.0,1726453.0,77.0,See Garfield as Never Before in His All-New CGI Feature-Length Movie!,0.1726453,22421.467532467534,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,Garfield Gets Real,16460,"Everyone's favorite lazy, lasagna loving, Monday hating orange tabby leaves his exciting star of a popular comic strip world for the real one. But as the novelty wears thin, Garfield begins looking for a way back before his strip is permanently cancelled.",success
Garfield: A Tail of Two Kitties,2006,3.0,60,0,0,0,1,60000000.0,141700000.0,86.0,The Ego has landed.,2.361666666666667,1647674.4186046512,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Garfield: A Tail of Two Kitties,9513,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",success
Gemini Man,2019,12.0,73,0,1,0,0,140000000.0,173469516.0,117.0,Who will save you from yourself?,1.2390679714285715,1482645.435897436,0.4939,0.61,0.0,0.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,PG-13,Gemini Man,453405,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",success
George of the Jungle,1997,19.0,66,0,0,0,1,55000000.0,174463257.0,92.0,Watch out!,3.1720592181818184,1896339.75,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,PG,George of the Jungle,10603,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rainforest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King of Swing swings into action.",success
Georgia Rule,2007,9.0,62,0,0,1,0,20000000.0,25000167.0,113.0,"Mother. Daughter. Grandmother. In this family, attitude doesn't skip a generation.",1.25000835,221240.41592920356,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,Georgia Rule,13159,"Rebellious, uncontrollable teenager, Rachel is hauled off by her dysfunctional mother to spend the summer with her estranged grandmother, Georgia. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",success
Get on Up,2014,0.0,67,1,0,0,0,30000000.0,33448971.0,139.0,The Funk Don't Quit,1.1149657,240640.07913669065,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,PG-13,Get on Up,239566,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,success
Getaway,2013,10.0,56,0,1,1,0,18000000.0,10501938.0,90.0,Get in. Get out. Getaway.,0.583441,116688.2,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Getaway,146227,"Former race car driver Brent Magna is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",success
Ghanchakkar,2013,2.0,45,1,0,0,0,4100000.0,5300000.0,137.0,Remember Not To Forget,1.2926829268292683,38686.131386861314,0.1695,0.643,0.0,0.357,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PG,Ghanchakkar,192097,A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,success
Ghostbusters,2016,37.0,78,0,1,0,0,144000000.0,229147509.0,117.0,Who you gonna call?,1.5913021458333334,1958525.717948718,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,Ghostbusters,43074,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",success
Gigli,2003,12.0,49,0,1,0,0,75600000.0,7266209.0,122.0,Life doesn't play by the rules.,0.0961138756613756,59559.09016393442,-0.2584,0.711,0.289,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,Gigli,8046,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.",success
Gimme Shelter,2013,4.0,62,1,0,0,0,7500000.0,1359910.0,101.0,Sometimes you have to leave home to find your family.,0.1813213333333333,13464.455445544554,-0.0516,0.882,0.118,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Gimme Shelter,232175,"After running away from her abusive mother, a streetwise teen seeks refuge with her father, but he rejects her when he learns that she's pregnant.",success
Girl in Progress,2012,20.0,56,0,0,1,0,5000000.0,4709246.0,93.0,"A tale of acting up, acting out, and acting your age.",0.9418492,50637.05376344086,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Girl in Progress,82618,"As single mom Grace juggles work, bills, and her affair with a married doctor, her daughter, Ansiedad, plots a shortcut to adulthood after finding inspiration in the coming-of-age stories she's reading for school.",success
Gladiators of Rome,2012,0.0,51,0,0,1,0,40000000.0,10079201.0,94.0,Not Born to Be Gladiators,0.251980025,107225.5425531915,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Gladiators of Rome,137548,"A new hero is born in this hilarious, animated adventure of epic proportions! Timo, a student at the Gladiators? Academy in Rome, has no desire to become a legendary gladiator like his stepfather. That is, until the mesmerizing Lucilla walks into his life.  With the help of an unlikely band of sidekicks, Timo is determined to be the gladiator of her dreams and embarks on an action-packed journey to become the Colosseum?s first victor!",success
