Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,compound,neutral,negative,positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,title,tmdb_id,overview,status
Love Jones,1997,78.0,63,1,0,0,0,10000000.0,12782749.0,108.0,Get Together. Fall Apart. Start Over.,1.2782749,118358.78703703704,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,Love Jones,27322,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friends, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",success
Love Liza,2002,8.0,61,0,0,1,0,1000000.0,223426.0,90.0,A Comic Tragedy,0.223426,2482.511111111111,-0.6597,0.185,0.815,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Love Liza,15395,"Following the unexplained suicide of his wife Liza, website designer Wilson Joel turns to huffing gasoline fumes and remote control gaming while avoiding an inevitable conflict with his mother-in-law.",success
Loving,2016,92.0,70,1,0,0,0,9000000.0,8996802.0,123.0,All love is created equal.,0.9996446666666666,73144.73170731707,0.7351,0.326,0.0,0.674,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Loving,339419,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",success
Luca,2021,27.0,82,0,0,0,1,200000000.0,51074773.0,95.0,Prepare for an unforgettable trip.,0.255373865,537629.1894736842,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Luca,508943,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,success
Lucky Number Slevin,2006,0.0,81,0,1,0,0,27000000.0,56300000.0,110.0,Wrong time. Wrong place. Wrong number.,2.085185185185185,511818.1818181818,-0.8402,0.159,0.738,0.103,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,R,Lucky Number Slevin,186,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",success
Lupin the Third: The Castle of Cagliostro,1979,0.0,70,1,0,0,0,7202188.0,8194857.0,102.0,Believe in the Thief.,1.137828809800577,80341.73529411765,-0.5267,0.469,0.531,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,Lupin the Third: The Castle of Cagliostro,15371,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",success
Machete,2010,18.0,74,0,1,0,0,10500000.0,45491656.0,105.0,They just messed with the wrong Mexican.,4.332538666666666,433253.8666666666,-0.6705,0.476,0.524,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Machete,23631,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",success
Machete Kills,2013,12.0,66,1,0,0,0,20000000.0,1750000.0,108.0,Trained to kill. Left for dead. Back for more.,0.0875,16203.703703703704,-0.875,0.438,0.562,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Machete Kills,106747,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,success
Mad Max,1979,0.0,76,1,0,0,0,350000.0,100000000.0,91.0,The maximum force of the future.,285.7142857142857,1098901.0989010988,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,R,Mad Max,9659,"In the ravaged near-future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them.",success
Madagascar 3: Europe's Most Wanted,2012,2.0,75,1,0,0,0,145000000.0,746921274.0,93.0,They have one shot to get back home.,5.1511812,8031411.548387097,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Madagascar 3: Europe's Most Wanted,80321,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",success
Madagascar: Escape 2 Africa,2008,16.0,74,1,0,0,0,150000000.0,603900354.0,89.0,"Still together, still lost.",4.02600236,6785397.235955056,-0.3182,0.566,0.434,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Madagascar: Escape 2 Africa,10527,"Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",success
Madea Goes to Jail,2009,14.0,58,0,0,1,0,17500000.0,90508336.0,102.0,Something big is coming to the big house.,5.171904914285714,887336.6274509804,0.0,1.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Madea Goes to Jail,15670,"After a high-speed car chase, Madea winds up behind bars because her quick temper gets the best of her. Meanwhile, Assistant District Attorney Josh Hardaway lands a case that's too personal to handle: that of a young prostitute and former drug addict named Candace, also a childhood friend. When Candace winds up in jail, Madea takes the young woman under her protective wing.",success
Madea's Witness Protection,2012,9.0,59,0,0,1,0,20000000.0,66899242.0,114.0,"Believe it or not, they know too much.",3.3449621,586835.4561403509,0.0,1.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Madea's Witness Protection,103370,"For years, mild-mannered Wall Street banker George Needleman has meandered through life oblivious to his family's dysfunction and his company's malfeasance, but he's forced to wake up when he learns that he's been framed in a mob-backed Ponzi scheme. Placed under federal protection, George and his family are shipped down South to Madea's house, where the no-nonsense matriarch whips them all into shape using her special brand of tough love.",success
Madras Cafe,2013,0.0,63,1,0,0,0,5400000.0,6500000.0,130.0,Intercept The Truth,1.2037037037037035,50000.0,0.3182,0.465,0.0,0.535,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,PG-13,Madras Cafe,215776,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,success
Mahanati,2018,0.0,86,0,0,1,0,4346100.0,11589600.0,176.0,Come Be A Part of History,2.6666666666666665,65850.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG,Mahanati,459713,"Mahanati depicts the life and career of one of Telugu cinema's greatest and most iconic starlets, the first Indian female super star, Savitri.",success
Maharshi,2019,0.0,58,0,0,1,0,12000000.0,31562422.0,176.0,Join the journey of Rishi,2.630201833333333,179331.94318181818,0.296,0.645,0.0,0.355,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Maharshi,541487,"Rishi Kumar is a billionaire and the CEO of Origins, someone who has always strived for the success he now owns. His friend Ravi needs help, how will he come through?",success
Major Grom: Plague Doctor,2021,1.0,67,1,0,0,0,10000000.0,4493306.0,136.0,Who is your hero?,0.4493306,33039.01470588235,0.5574,0.455,0.0,0.545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Major Grom: Plague Doctor,529106,"In present day St. Petersburg, police major Igor Grom, an honest and skilled cop with unconventional methods, pursues a vigilante murderer in the mask of a plague doctor.",success
Malang,2020,0.0,68,1,0,0,0,7907534.0,11136444.0,135.0,Unleash The Madness,1.4083333691641415,82492.17777777778,-0.4404,0.408,0.592,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Unknown,Malang,661043,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",success
Maleficent: Mistress of Evil,2019,10.0,76,0,0,0,1,185000000.0,491730089.0,119.0,Go beyond the fairy tale.,2.658000481081081,4132185.62184874,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Maleficent: Mistress of Evil,420809,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",success
Mallrats,1995,2.0,74,0,0,1,0,6000000.0,2122561.0,94.0,They're not there to shop. They're not there to work. They're just there.,0.3537601666666666,22580.436170212764,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,Mallrats,2293,"Both dumped by their girlfriends, two best friends seek refuge in the local mall. Eventually, they decide to try and win back their significant others and take care of their respective nemeses.",success
Mambo Italiano,2003,4.0,58,0,0,1,0,4361898.0,3031801.0,89.0,Things change. Family doesn't.,0.6950646255368649,34065.1797752809,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,Mambo Italiano,321,"When an Italian man comes out of the closet, it affects both his life and his crazy family.",success
Manchester by the Sea,2016,24.0,81,0,0,1,0,9000000.0,79000000.0,138.0,I can't beat it.,8.777777777777779,572463.768115942,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Manchester by the Sea,334541,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",success
Mandela: Long Walk to Freedom,2013,13.0,66,1,0,0,0,35000000.0,27985788.0,141.0,It is an ideal for which I am prepared to die.,0.7995939428571428,198480.7659574468,0.1027,0.432,0.241,0.327,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,Mandela: Long Walk to Freedom,192136,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,success
Mankatha,2011,0.0,57,0,0,1,0,6100000.0,28000000.0,161.0,A game of chase and get chased,4.590163934426229,173913.04347826086,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PG,Mankatha,76788,"Vinayak, a suspended cop, helps a group of four men rob cricket betting money amounting to 500 crores INR. When it comes to splitting the amount, betrayal hits the team hard and a chase ensues.",success
Manorama Six Feet Under,2007,0.0,55,1,0,0,0,4000000.0,4500000.0,137.0,"In The Desert, Nothing Is What it Seems",1.125,32846.71532846715,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,R,Manorama Six Feet Under,46404,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.",success
Mao's Last Dancer,2009,0.0,62,0,0,1,0,25000000.0,23914731.0,117.0,"Before you can fly, you have to be free.",0.95658924,204399.41025641025,0.5106,0.708,0.0,0.292,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG,Mao's Last Dancer,33870,"At the age of 11, Li was plucked from a poor Chinese village by Madame Mao's cultural delegates and taken to Beijing to study ballet. In 1979, during a cultural exchange to Texas, he falls in love with an American woman. Two years later, he managed to defect and went on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet.",success
Maps to the Stars,2014,15.0,64,1,0,0,0,15000000.0,4510000.0,112.0,Eventually stars burn out.,0.3006666666666667,40267.857142857145,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Maps to the Stars,157851,"Driven by an intense need for fame and validation, members of a dysfunctional Hollywood family are chasing celebrity, one another and the relentless ghosts of their pasts.",success
Mara,2018,14.0,59,0,0,1,0,5000000.0,661769.0,100.0,"If you see her, you're already dead.",0.1323538,6617.69,-0.6486,0.583,0.417,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,R,Mara,514277,"Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie. As Kate digs into the mystery of an ancient demon which kills people in their sleep, she experiences the same petrifying symptoms as all previous victims and spirals through a chilling nightmare to save herself and Sophie before she dares fall asleep again.",success
Marauders,2016,4.0,64,0,0,1,0,15000000.0,1616004.0,107.0,The rich will pay,0.1077336,15102.841121495328,0.4939,0.286,0.2,0.514,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Marauders,359412,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,success
Marie Antoinette,2006,19.0,72,0,0,1,0,40000000.0,60917189.0,123.0,Rumor. Scandal. Sex. Fame. Revolution.,1.522929725,495261.69918699184,0.0,0.341,0.33,0.33,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,Marie Antoinette,1887,"The retelling of France’s iconic but ill-fated queen, Marie Antoinette - from her betrothal and marriage to Louis XVI at fifteen to her reign as queen at nineteen and ultimately the fall of Versailles.",success
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,0.0,52,0,0,1,0,2500000.0,410602.0,103.0,"One man's dream, another man's destiny.",0.1642408,3986.4271844660193,0.25,0.714,0.0,0.286,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Marilyn Hotchkiss' Ballroom Dancing & Charm School,53905,"Frank Keane, a baker by trade, has been consumed by grief over his wife's untimely death. But everything changes when he pulls his bread truck over on a rural highway to help a dying stranger entangled in a car wreck, who was on his way to a fateful reunion.",success
Marriage Story,2019,83.0,83,1,0,0,0,18000000.0,333686.0,137.0,"Where there's a love, there's a way.",0.0185381111111111,2435.6642335766423,0.6369,0.488,0.0,0.512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Marriage Story,492188,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",success
Marrowbone,2017,0.0,68,0,1,0,0,8000000.0,12294931.0,111.0,No one will ever separate us.,1.536866375,110765.14414414414,-0.296,0.694,0.306,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,R,Marrowbone,399366,A young man and his three younger siblings are plagued by a sinister presence in the sprawling manor in which they live.,success
